CustomerID,Recency,Frequency,Monetary,cluster,SegmentRecency,SegmentMonetary,SegmentFrequency
13809,305,1,155.05,Bronze,Inactive,Low,Low
13810,29,3,1499.01,Silver,Active,High,Medium
13811,184,3,814.5,Bronze,Inactive,Medium,Medium
13812,42,3,539.0,Silver,Warm,Medium,Medium
13813,40,4,1366.8600000000001,Silver,Warm,High,Medium
13814,92,2,1579.12,Silver,Cool,High,Low
13815,22,4,4027.36,Silver,Active,High,Medium
13816,24,2,571.6700000000001,Silver,Active,Medium,Low
13817,29,2,382.98,Silver,Active,Low,Low
13819,302,3,1140.35,Bronze,Inactive,Medium,Medium
13821,145,2,385.64,Bronze,Cool,Low,Low
13822,6,2,632.0,Silver,Active,Medium,Low
13823,19,2,957.66,Silver,Active,Medium,Low
13824,33,5,1698.94,Silver,Warm,High,Medium
13826,176,1,189.5,Bronze,Cool,Low,Low
13827,58,3,409.8,Silver,Warm,Medium,Medium
13828,22,1,209.49,Silver,Active,Low,Low
13831,16,6,2198.45,Silver,Active,High,High
13832,19,1,52.199999999999996,Silver,Active,Low,Low
13833,159,1,383.85,Bronze,Cool,Low,Low
13835,25,4,834.57,Silver,Active,Medium,Medium
13837,212,2,266.59000000000003,Bronze,Inactive,Low,Low
13838,6,4,674.82,Silver,Active,Medium,Medium
13841,253,1,85.0,Bronze,Inactive,Low,Low
13842,59,9,3385.62,Silver,Warm,High,High
13844,11,1,361.62,Silver,Active,Low,Low
13845,65,1,312.98,Silver,Warm,Low,Low
13846,25,3,865.0600000000001,Silver,Active,Medium,Medium
13848,92,3,1255.0,Silver,Cool,High,Medium
13849,52,2,1537.95,Silver,Warm,High,Low
13850,129,1,1595.48,Silver,Cool,High,Low
13851,96,3,2651.46,Silver,Cool,High,Medium
13853,57,1,1090.14,Silver,Warm,Medium,Low
13854,9,25,8109.5199999999995,Gold,Active,High,High
13856,169,3,388.5,Bronze,Cool,Medium,Medium
13858,57,1,216.17,Silver,Warm,Low,Low
13859,326,1,201.16,Bronze,Inactive,Low,Low
13860,1,5,1245.9,Silver,Active,High,Medium
13862,18,8,2209.36,Silver,Active,High,High
13863,248,1,305.78,Bronze,Inactive,Low,Low
13865,58,4,501.56,Silver,Warm,Medium,Medium
13866,74,1,145.67000000000002,Silver,Warm,Low,Low
13867,31,3,1005.09,Silver,Warm,Medium,Medium
13868,7,2,3192.54,Silver,Active,High,Low
13869,123,4,3083.65,Silver,Cool,High,Medium
13870,2,8,2770.94,Silver,Active,High,High
13871,23,13,6403.25,Silver,Active,High,High
13873,120,3,389.6,Silver,Cool,Medium,Medium
13874,358,1,540.45,Bronze,Inactive,Medium,Low
13875,54,5,1786.79,Silver,Warm,High,Medium
13876,64,1,122.7,Silver,Warm,Low,Low
13877,86,1,117.24,Silver,Warm,Low,Low
13878,55,1,1271.57,Silver,Warm,High,Low
13880,21,13,3219.77,Silver,Active,High,High
13881,4,20,17159.52,Gold,Active,High,High
13882,3,5,1191.13,Silver,Active,Medium,Medium
13883,11,5,2674.48,Silver,Active,High,Medium
13884,7,5,787.6,Silver,Active,Medium,Medium
13885,189,2,506.8,Bronze,Inactive,Medium,Low
13886,71,1,243.56,Silver,Warm,Low,Low
13887,204,1,349.55,Bronze,Inactive,Low,Low
13888,120,2,595.67,Silver,Cool,Medium,Low
13889,93,1,416.90000000000003,Silver,Cool,Medium,Low
13890,1,10,1883.8100000000002,Silver,Active,High,High
13892,27,4,632.97,Silver,Active,Medium,Medium
13893,298,1,821.1,Bronze,Inactive,Medium,Low
13894,24,3,564.62,Silver,Active,Medium,Medium
13895,28,4,2593.07,Silver,Active,High,Medium
13897,50,1,311.16,Silver,Warm,Low,Low
13898,326,1,155.93,Bronze,Inactive,Low,Low
13899,16,2,388.52,Silver,Active,Medium,Low
13900,183,3,740.95,Bronze,Inactive,Medium,Medium
13901,72,5,2867.2,Silver,Warm,High,Medium
13904,37,2,332.64,Silver,Warm,Low,Low
13908,80,4,2369.55,Silver,Warm,High,Medium
13911,57,9,2580.91,Silver,Warm,High,High
13914,12,2,626.45,Silver,Active,Medium,Low
13917,50,2,272.04,Silver,Warm,Low,Low
13918,50,2,1212.8400000000001,Silver,Warm,High,Low
13919,59,2,384.81,Silver,Warm,Low,Low
13922,352,1,172.25,Bronze,Inactive,Low,Low
13923,54,1,351.13,Silver,Warm,Low,Low
13924,2,6,1838.8500000000001,Silver,Active,High,High
13925,93,4,678.25,Silver,Cool,Medium,Medium
13926,23,1,223.85000000000002,Silver,Active,Low,Low
13927,75,1,348.99,Silver,Warm,Low,Low
13928,11,4,464.57,Silver,Active,Medium,Medium
13929,169,2,842.65,Bronze,Cool,Medium,Low
13930,58,2,337.34,Silver,Warm,Low,Low
13931,96,2,1237.53,Silver,Cool,High,Low
13932,295,1,307.4,Bronze,Inactive,Low,Low
13933,109,2,608.7900000000001,Silver,Cool,Medium,Low
13934,264,1,922.1,Bronze,Inactive,Medium,Low
13936,180,1,376.58,Bronze,Inactive,Low,Low
13937,169,1,158.85,Bronze,Cool,Low,Low
13938,35,1,71.66,Silver,Warm,Low,Low
13939,23,3,568.55,Silver,Active,Medium,Medium
13940,17,4,839.14,Silver,Active,Medium,Medium
13941,22,5,5112.96,Silver,Active,High,Medium
13946,79,3,561.5699999999999,Silver,Warm,Medium,Medium
13947,65,1,90.6,Silver,Warm,Low,Low
13948,361,1,102.0,Bronze,Inactive,Low,Low
13949,3,6,2427.32,Silver,Active,High,High
13950,11,4,745.06,Silver,Active,Medium,Medium
13951,176,3,674.45,Bronze,Cool,Medium,Medium
13952,218,2,3251.071,Bronze,Inactive,High,Low
13953,7,7,3515.68,Silver,Active,High,High
13954,2,2,439.92,Silver,Active,Medium,Low
13955,154,2,322.96,Bronze,Cool,Low,Low
13956,5,5,1019.27,Silver,Active,Medium,Medium
13959,79,3,594.04,Silver,Warm,Medium,Medium
13960,21,2,230.22,Silver,Active,Low,Low
13962,22,2,169.55,Silver,Active,Low,Low
13963,308,4,664.54,Bronze,Inactive,Medium,Medium
13967,146,1,80.7,Bronze,Cool,Low,Low
13969,7,18,9024.17,Gold,Active,High,High
13971,19,8,2758.26,Silver,Active,High,High
13972,71,2,190.25,Silver,Warm,Low,Low
13973,287,1,264.7,Bronze,Inactive,Low,Low
13974,49,1,413.59000000000003,Silver,Warm,Medium,Low
13975,31,6,2461.2400000000002,Silver,Warm,High,High
13976,207,1,357.98,Bronze,Inactive,Low,Low
13978,15,2,196.79000000000002,Silver,Active,Low,Low
13979,73,1,869.87,Silver,Warm,Medium,Low
13980,60,1,200.14,Silver,Warm,Low,Low
13982,39,4,1871.81,Silver,Warm,High,Medium
13983,30,12,2603.43,Silver,Warm,High,High
13984,27,5,920.51,Silver,Active,Medium,Medium
13985,4,15,7060.13,Gold,Active,High,High
13986,17,1,320.46,Silver,Active,Low,Low
13988,20,6,4147.96,Silver,Active,High,High
13989,66,2,1266.08,Silver,Warm,High,Low
13990,213,1,311.3,Bronze,Inactive,Low,Low
13991,12,6,852.88,Silver,Active,Medium,High
13992,30,1,76.8,Silver,Warm,Low,Low
13993,43,9,3466.36,Silver,Warm,High,High
13994,4,6,2274.14,Silver,Active,High,High
13995,15,5,1393.69,Silver,Active,High,Medium
13999,10,12,3901.81,Silver,Active,High,High
14000,211,1,635.66,Bronze,Inactive,Medium,Low
14001,46,3,2043.0800000000002,Silver,Warm,High,Medium
14002,134,2,529.73,Silver,Cool,Medium,Low
14004,43,7,4582.64,Silver,Warm,High,High
14005,10,5,2874.72,Silver,Active,High,Medium
14006,116,3,962.19,Silver,Cool,Medium,Medium
14009,198,2,695.61,Bronze,Inactive,Medium,Low
14012,278,1,328.8,Bronze,Inactive,Low,Low
14013,110,3,473.02,Silver,Cool,Medium,Medium
14014,77,1,505.18,Silver,Warm,Medium,Low
14015,53,1,917.34,Silver,Warm,Medium,Low
14016,162,4,4341.21,Bronze,Cool,High,Medium
14019,47,3,1421.61,Silver,Warm,High,Medium
14020,17,2,642.8,Silver,Active,Medium,Low
14021,155,3,631.9,Bronze,Cool,Medium,Medium
14022,225,1,440.0,Bronze,Inactive,Medium,Low
14023,7,2,584.07,Silver,Active,Medium,Low
14024,122,2,327.7,Silver,Cool,Low,Low
14027,61,1,104.82,Silver,Warm,Low,Low
14029,63,2,467.66,Silver,Warm,Medium,Low
14030,18,8,2358.84,Silver,Active,High,High
14031,7,19,17286.86,Gold,Active,High,High
14032,2,11,2975.59,Silver,Active,High,High
14034,22,3,648.89,Silver,Active,Medium,Medium
14035,29,5,1428.02,Silver,Active,High,Medium
14036,285,1,626.65,Bronze,Inactive,Medium,Low
14037,176,2,147.20000000000002,Bronze,Cool,Low,Low
14038,78,3,1560.38,Silver,Warm,High,Medium
14039,33,1,152.2,Silver,Warm,Low,Low
14040,41,12,3560.32,Silver,Warm,High,High
14041,266,1,141.41,Bronze,Inactive,Low,Low
14044,27,4,646.42,Silver,Active,Medium,Medium
14045,109,4,1659.75,Silver,Cool,High,Medium
14046,284,1,154.99,Bronze,Inactive,Low,Low
14047,9,5,1308.6100000000001,Silver,Active,High,Medium
14048,305,1,409.93,Bronze,Inactive,Medium,Low
14049,17,4,5578.72,Silver,Active,High,Medium
14050,32,2,746.36,Silver,Warm,Medium,Low
14051,1,23,15610.390000000001,Gold,Active,High,High
14052,20,1,225.36,Silver,Active,Low,Low
14053,124,2,260.25,Silver,Cool,Low,Low
14054,65,1,92.46,Silver,Warm,Low,Low
14055,106,1,725.6400000000001,Silver,Cool,Medium,Low
14056,1,23,8152.71,Gold,Active,High,High
14057,24,17,6211.66,Gold,Active,High,High
14059,267,1,183.6,Bronze,Inactive,Low,Low
14060,5,19,6140.42,Gold,Active,High,High
14062,10,12,10464.85,Gold,Active,High,High
14064,29,5,1334.34,Silver,Active,High,Medium
14066,267,1,152.55,Bronze,Inactive,Low,Low
14067,64,2,374.7,Silver,Warm,Low,Low
14068,320,1,265.85,Bronze,Inactive,Low,Low
14071,4,8,1437.57,Silver,Active,High,High
14073,32,1,151.04,Silver,Warm,Low,Low
14075,5,3,942.26,Silver,Active,Medium,Medium
14076,129,1,118.67,Silver,Cool,Low,Low
14077,41,5,499.41999999999996,Silver,Warm,Medium,Medium
14078,102,6,1049.37,Silver,Cool,Medium,High
14079,125,1,375.1,Silver,Cool,Low,Low
14080,33,1,45.599999999999994,Silver,Warm,Low,Low
14081,302,2,921.62,Bronze,Inactive,Medium,Low
14082,365,1,182.25,Bronze,Inactive,Low,Low
14083,4,9,1002.9,Silver,Active,Medium,High
14085,2,18,4421.29,Gold,Active,High,High
14087,3,1,191.47,Silver,Active,Low,Low
14088,10,13,50491.81,Gold,Active,High,High
14089,57,1,158.75,Silver,Warm,Low,Low
14090,325,1,76.32000000000001,Bronze,Inactive,Low,Low
14092,8,14,4076.91,Silver,Active,High,High
14093,12,1,433.86,Silver,Active,Medium,Low
14096,4,17,65164.79,Gold,Active,High,High
14098,37,1,147.35,Silver,Warm,Low,Low
14099,16,11,3104.17,Silver,Active,High,High
14100,138,1,191.95000000000002,Silver,Cool,Low,Low
14101,74,6,5976.79,Silver,Warm,High,High
14102,5,5,1105.8799999999999,Silver,Active,Medium,Medium
14104,155,2,216.20999999999998,Bronze,Cool,Low,Low
14105,239,1,1266.23,Bronze,Inactive,High,Low
14107,52,7,2703.23,Silver,Warm,High,High
14108,31,2,597.91,Silver,Warm,Medium,Low
14109,73,1,144.2,Silver,Warm,Low,Low
14110,4,12,5683.15,Silver,Active,High,High
14111,14,4,692.85,Silver,Active,Medium,Medium
14112,23,7,2915.15,Silver,Active,High,High
14113,4,4,1840.42,Silver,Active,High,Medium
14114,274,2,386.53,Bronze,Inactive,Low,Low
14116,20,5,1382.74,Silver,Active,High,Medium
14117,144,1,90.0,Bronze,Cool,Low,Low
14121,4,4,2780.15,Silver,Active,High,Medium
14124,84,1,419.58000000000004,Silver,Warm,Medium,Low
14125,11,3,2720.63,Silver,Active,High,Medium
14126,8,3,706.1300000000001,Silver,Active,Medium,Medium
14127,123,3,709.71,Silver,Cool,Medium,Medium
14128,61,2,637.5,Silver,Warm,Medium,Low
14129,2,5,1123.8600000000001,Silver,Active,Medium,Medium
14130,319,1,480.91,Bronze,Inactive,Medium,Low
14132,2,11,3586.0299999999997,Silver,Active,High,High
14133,130,3,605.64,Silver,Cool,Medium,Medium
14135,2,15,4690.31,Gold,Active,High,High
14138,2,2,965.8800000000001,Silver,Active,Medium,Low
14139,46,1,415.82,Silver,Warm,Medium,Low
14140,4,2,935.05,Silver,Active,Medium,Low
14141,3,4,915.13,Silver,Active,Medium,Medium
14142,373,1,311.81,Bronze,Inactive,Low,Low
14143,134,1,115.8,Silver,Cool,Low,Low
14145,47,4,3742.2,Silver,Warm,High,Medium
14146,9,5,4191.0,Silver,Active,High,Medium
14147,78,2,483.4,Silver,Warm,Medium,Low
14148,234,1,157.2,Bronze,Inactive,Low,Low
14149,221,1,446.62,Bronze,Inactive,Medium,Low
14150,36,2,658.64,Silver,Warm,Medium,Low
14152,75,2,621.29,Silver,Warm,Medium,Low
14154,239,2,1345.62,Bronze,Inactive,High,Low
14155,266,1,118.75,Bronze,Inactive,Low,Low
14156,10,55,117210.08,Platinum,Active,High,High
14157,20,2,424.89000000000004,Silver,Active,Medium,Low
14158,40,1,507.66,Silver,Warm,Medium,Low
14159,20,11,4630.35,Silver,Active,High,High
14161,216,3,1097.6200000000001,Bronze,Inactive,Medium,Medium
14162,174,2,289.36,Bronze,Cool,Low,Low
14163,87,4,2445.91,Silver,Warm,High,Medium
14164,71,2,1631.77,Silver,Warm,High,Low
14165,276,1,120.44,Bronze,Inactive,Low,Low
14167,39,4,562.59,Silver,Warm,Medium,Medium
14171,98,1,363.79,Silver,Cool,Low,Low
14173,11,4,450.84,Silver,Active,Medium,Medium
14174,33,1,134.46,Silver,Warm,Low,Low
14175,60,3,3222.3,Silver,Warm,High,Medium
14176,297,4,576.9000000000001,Bronze,Inactive,Medium,Medium
14177,86,4,549.46,Silver,Warm,Medium,Medium
14178,9,7,1600.26,Silver,Active,High,High
14179,41,2,701.57,Silver,Warm,Medium,Low
14180,11,25,4748.52,Gold,Active,High,High
14184,67,1,452.89,Silver,Warm,Medium,Low
14185,331,1,197.65,Bronze,Inactive,Low,Low
14188,31,6,2054.36,Silver,Warm,High,High
14189,2,15,4654.08,Gold,Active,High,High
14191,2,13,4684.76,Silver,Active,High,High
14193,68,2,853.39,Silver,Warm,Medium,Low
14194,5,21,11349.52,Gold,Active,High,High
14195,202,2,1012.0,Bronze,Inactive,Medium,Low
14196,107,1,335.52,Silver,Cool,Low,Low
14198,18,4,701.4,Silver,Active,Medium,Medium
14199,218,1,185.39999999999998,Bronze,Inactive,Low,Low
14201,60,7,747.44,Silver,Warm,Medium,High
14204,2,1,150.61,Silver,Active,Low,Low
14205,17,2,466.7,Silver,Active,Medium,Low
14206,239,1,328.15999999999997,Bronze,Inactive,Low,Low
14208,95,1,151.74,Silver,Cool,Low,Low
14209,11,6,2073.43,Silver,Active,High,High
14210,106,6,1905.8400000000001,Silver,Cool,High,High
14211,53,9,2241.1,Silver,Warm,High,High
14212,90,1,1070.48,Silver,Cool,Medium,Low
14214,31,5,1004.38,Silver,Warm,Medium,Medium
14215,12,6,1789.72,Silver,Active,High,High
14216,3,4,1839.3,Silver,Active,High,Medium
14217,2,17,2004.98,Gold,Active,High,High
14218,43,1,169.48000000000002,Silver,Warm,Low,Low
14219,4,1,89.94,Silver,Active,Low,Low
14220,247,2,632.4,Bronze,Inactive,Medium,Low
14221,42,9,3432.8,Silver,Warm,High,High
14222,177,1,683.17,Bronze,Cool,Medium,Low
14223,92,3,991.13,Silver,Cool,Medium,Medium
14224,110,4,1009.73,Silver,Cool,Medium,Medium
14226,29,5,2214.79,Silver,Active,High,Medium
14227,26,10,3350.96,Silver,Active,High,High
14229,52,3,1547.2,Silver,Warm,High,Medium
14231,184,3,925.71,Bronze,Inactive,Medium,Medium
14232,43,5,2048.07,Silver,Warm,High,Medium
14233,49,4,1462.72,Silver,Warm,High,Medium
14234,22,4,754.12,Silver,Active,Medium,Medium
14235,75,5,3144.86,Silver,Warm,High,Medium
14236,81,2,490.86,Silver,Warm,Medium,Low
14237,373,1,161.0,Bronze,Inactive,Low,Low
14238,326,1,146.85,Bronze,Inactive,Low,Low
14239,43,11,2380.85,Silver,Warm,High,High
14240,30,2,890.34,Silver,Warm,Medium,Low
14241,184,1,213.70000000000002,Bronze,Inactive,Low,Low
14242,235,2,280.55,Bronze,Inactive,Low,Low
14243,9,10,2588.77,Silver,Active,High,High
14245,220,2,1693.45,Bronze,Inactive,High,Low
14246,111,3,1474.06,Silver,Cool,High,Medium
14247,278,1,136.76999999999998,Bronze,Inactive,Low,Low
14248,318,1,302.58,Bronze,Inactive,Low,Low
14250,7,3,1904.05,Silver,Active,High,Medium
14251,2,5,2879.7000000000003,Silver,Active,High,Medium
14256,260,2,969.0600000000001,Bronze,Inactive,Medium,Low
14257,64,5,3099.7200000000003,Silver,Warm,High,Medium
14258,9,9,12669.98,Silver,Active,High,High
14259,142,1,120.0,Silver,Cool,Low,Low
14261,51,2,1163.45,Silver,Warm,Medium,Low
14262,8,8,2618.23,Silver,Active,High,High
14264,155,2,333.97,Bronze,Cool,Low,Low
14265,109,2,530.18,Silver,Cool,Medium,Low
14267,163,3,1516.24,Bronze,Cool,High,Medium
14270,332,1,492.65000000000003,Bronze,Inactive,Medium,Low
14271,226,1,112.32,Bronze,Inactive,Low,Low
14272,74,2,437.96,Silver,Warm,Medium,Low
14273,51,4,559.97,Silver,Warm,Medium,Medium
14276,99,3,1119.74,Silver,Cool,Medium,Medium
14277,15,3,4188.0,Silver,Active,High,Medium
14280,197,1,134.04,Bronze,Inactive,Low,Low
14282,3,15,3701.44,Gold,Active,High,High
14284,31,2,595.25,Silver,Warm,Medium,Low
14285,21,4,1910.01,Silver,Active,High,Medium
14286,24,3,4628.75,Silver,Active,High,Medium
14287,8,3,176.63,Silver,Active,Low,Medium
14288,213,1,426.6,Bronze,Inactive,Medium,Low
14289,9,6,911.26,Silver,Active,Medium,High
14290,11,5,2314.65,Silver,Active,High,Medium
14291,2,11,3883.25,Silver,Active,High,High
14292,8,9,4871.93,Silver,Active,High,High
14293,3,4,1046.56,Silver,Active,Medium,Medium
14295,40,1,166.20000000000002,Silver,Warm,Low,Low
14297,18,4,1305.33,Silver,Active,High,Medium
14298,8,44,51527.3,Gold,Active,High,High
14299,8,9,3965.62,Silver,Active,High,High
14300,19,1,43.2,Silver,Active,Low,Low
14301,117,1,640.14,Silver,Cool,Medium,Low
14304,223,1,383.45,Bronze,Inactive,Low,Low
14305,71,3,1858.96,Silver,Warm,High,Medium
14306,51,2,2093.32,Silver,Warm,High,Low
14307,89,6,2995.72,Silver,Warm,High,High
14309,8,9,2352.53,Silver,Active,High,High
14311,243,1,310.26,Bronze,Inactive,Low,Low
14312,47,6,1611.59,Silver,Warm,High,High
14314,107,1,120.0,Silver,Cool,Low,Low
14315,45,6,2481.13,Silver,Warm,High,High
14317,65,1,508.58000000000004,Silver,Warm,Medium,Low
14320,207,2,477.79,Bronze,Inactive,Medium,Low
14321,11,5,1530.75,Silver,Active,High,Medium
14323,115,2,605.0600000000001,Silver,Cool,Medium,Low
14326,242,1,183.85,Bronze,Inactive,Low,Low
14327,163,1,311.65,Bronze,Cool,Low,Low
14329,17,7,4975.24,Silver,Active,High,High
14331,124,2,462.65999999999997,Silver,Cool,Medium,Low
14332,23,3,840.21,Silver,Active,Medium,Medium
14333,68,1,415.2,Silver,Warm,Medium,Low
14334,17,8,2552.21,Silver,Active,High,High
14335,16,2,454.86,Silver,Active,Medium,Low
14336,17,4,1614.91,Silver,Active,High,Medium
14338,161,2,588.22,Bronze,Cool,Medium,Low
14339,243,1,309.52,Bronze,Inactive,Low,Low
14340,219,1,134.7,Bronze,Inactive,Low,Low
14341,45,8,2166.98,Silver,Warm,High,High
14342,21,4,668.5600000000001,Silver,Active,Medium,Medium
14344,127,8,889.9300000000001,Silver,Cool,Medium,High
14345,39,1,108.97999999999999,Silver,Warm,Low,Low
14346,121,2,1021.58,Silver,Cool,Medium,Low
14348,260,1,409.57,Bronze,Inactive,Medium,Low
14349,10,1,133.5,Silver,Active,Low,Low
14350,274,1,282.93,Bronze,Inactive,Low,Low
14351,165,1,51.0,Bronze,Cool,Low,Low
14352,157,4,1078.96,Bronze,Cool,Medium,Medium
14353,215,1,90.6,Bronze,Inactive,Low,Low
14354,6,2,163.62,Silver,Active,Low,Low
14355,366,1,174.4,Bronze,Inactive,Low,Low
14356,80,2,701.23,Silver,Warm,Medium,Low
14357,43,1,225.12,Silver,Warm,Low,Low
14359,19,3,912.18,Silver,Active,Medium,Medium
14360,32,4,2118.03,Silver,Warm,High,Medium
14362,22,1,151.5,Silver,Active,Low,Low
14364,109,8,3717.35,Silver,Cool,High,High
14367,8,16,9227.82,Gold,Active,High,High
14368,320,1,155.0,Bronze,Inactive,Low,Low
14371,295,1,100.5,Bronze,Inactive,Low,Low
14373,358,1,76.55,Bronze,Inactive,Low,Low
14375,185,1,235.56,Bronze,Inactive,Low,Low
14377,191,2,617.05,Bronze,Inactive,Medium,Low
14379,44,2,348.1,Silver,Warm,Low,Low
14381,52,1,202.68,Silver,Warm,Low,Low
14382,26,1,615.49,Silver,Active,Medium,Low
14383,38,3,1247.69,Silver,Warm,High,Medium
14385,9,3,202.11,Silver,Active,Low,Medium
14386,297,1,142.4,Bronze,Inactive,Low,Low
14387,33,3,1727.6,Silver,Warm,High,Medium
14388,10,8,3212.84,Silver,Active,High,High
14389,65,2,1043.46,Silver,Warm,Medium,Low
14390,10,9,4642.57,Silver,Active,High,High
14393,218,1,67.95,Bronze,Inactive,Low,Low
14395,2,9,3479.91,Silver,Active,High,High
14396,65,2,487.99,Silver,Warm,Medium,Low
14397,3,19,2612.96,Gold,Active,High,High
14400,149,1,574.7,Bronze,Cool,Medium,Low
14401,4,13,4051.48,Silver,Active,High,High
14403,130,4,1475.81,Silver,Cool,High,Medium
14404,34,6,1449.32,Silver,Warm,High,High
14406,119,1,156.75,Silver,Cool,Low,Low
14407,107,6,2157.73,Silver,Cool,High,High
14408,11,7,2599.03,Silver,Active,High,High
14409,71,6,2059.4500000000003,Silver,Warm,High,High
14410,92,9,1100.27,Silver,Cool,Medium,High
14411,311,1,1063.0,Bronze,Inactive,Medium,Low
14412,43,2,770.03,Silver,Warm,Medium,Low
14413,362,1,121.05,Bronze,Inactive,Low,Low
14414,92,7,1496.98,Silver,Cool,High,High
14415,1,13,5855.57,Silver,Active,High,High
14416,22,2,490.22,Silver,Active,Medium,Low
14418,4,3,1937.25,Silver,Active,High,Medium
14419,11,6,1051.79,Silver,Active,Medium,High
14420,99,1,387.52,Silver,Cool,Low,Low
14421,57,2,813.11,Silver,Warm,Medium,Low
14422,1,6,4263.64,Silver,Active,High,High
14423,218,1,265.2,Bronze,Inactive,Low,Low
14424,18,1,322.08,Silver,Active,Low,Low
14426,24,10,4481.67,Silver,Active,High,High
14427,50,2,363.34000000000003,Silver,Warm,Low,Low
14428,7,5,1224.06,Silver,Active,High,Medium
14431,303,1,470.36,Bronze,Inactive,Medium,Low
14432,10,6,2248.5,Silver,Active,High,High
14434,22,6,1372.8,Silver,Active,High,High
14436,99,1,89.06,Silver,Cool,Low,Low
14437,366,1,63.0,Bronze,Inactive,Low,Low
14438,306,1,131.9,Bronze,Inactive,Low,Low
14439,320,1,2661.24,Bronze,Inactive,High,Low
14440,8,5,2357.6800000000003,Silver,Active,High,Medium
14441,1,4,1712.89,Silver,Active,High,Medium
14442,205,2,1589.82,Bronze,Inactive,High,Low
14443,54,4,1420.2,Silver,Warm,High,Medium
14446,1,4,1010.35,Silver,Active,Medium,Medium
14447,19,5,1163.23,Silver,Active,Medium,Medium
14448,9,2,375.35,Silver,Active,Low,Low
14449,19,4,885.8,Silver,Active,Medium,Medium
14450,181,3,483.25,Bronze,Inactive,Medium,Medium
14451,60,2,643.9,Silver,Warm,Medium,Low
14452,11,2,259.05,Silver,Active,Low,Low
14453,190,1,119.93,Bronze,Inactive,Low,Low
14456,5,9,3017.28,Silver,Active,High,High
14457,311,1,113.64,Bronze,Inactive,Low,Low
14459,155,1,1837.92,Bronze,Cool,High,Low
14460,110,3,434.34,Silver,Cool,Medium,Medium
14461,148,3,2103.06,Bronze,Cool,High,Medium
14462,66,11,1980.57,Silver,Warm,High,High
14463,98,3,529.62,Silver,Cool,Medium,Medium
14465,247,3,1038.44,Bronze,Inactive,Medium,Medium
14466,29,7,2272.4,Silver,Active,High,High
14467,18,4,596.26,Silver,Active,Medium,Medium
14470,12,2,461.19,Silver,Active,Medium,Low
14472,104,8,1852.67,Silver,Cool,High,High
14473,74,2,234.34000000000003,Silver,Warm,Low,Low
14474,46,1,547.66,Silver,Warm,Medium,Low
14475,72,3,925.85,Silver,Warm,Medium,Medium
14476,257,1,193.0,Bronze,Inactive,Low,Low
14477,20,4,1309.6,Silver,Active,High,Medium
14479,254,2,316.25,Bronze,Inactive,Low,Low
14480,11,1,279.05,Silver,Active,Low,Low
14481,165,2,636.51,Bronze,Cool,Medium,Low
14482,18,6,2022.81,Silver,Active,High,High
14483,282,1,137.1,Bronze,Inactive,Low,Low
14484,50,1,321.92,Silver,Warm,Low,Low
14485,39,1,162.8,Silver,Warm,Low,Low
14487,27,6,1165.48,Silver,Active,Medium,High
14488,68,1,1064.28,Silver,Warm,Medium,Low
14489,207,1,463.38,Bronze,Inactive,Medium,Low
14491,175,2,340.93,Bronze,Cool,Low,Low
14493,7,5,2383.2400000000002,Silver,Active,High,Medium
14494,26,1,139.56,Silver,Active,Low,Low
14495,51,2,123.8,Silver,Warm,Low,Low
14496,312,2,538.8100000000001,Bronze,Inactive,Medium,Low
14497,309,1,475.37,Bronze,Inactive,Medium,Low
14498,43,5,1957.32,Silver,Warm,High,Medium
14499,26,3,808.44,Silver,Active,Medium,Medium
14500,88,3,356.85,Silver,Warm,Low,Medium
14501,184,2,251.21,Bronze,Inactive,Low,Low
14502,20,11,2429.83,Silver,Active,High,High
14503,3,6,3543.26,Silver,Active,High,High
14504,47,4,673.26,Silver,Warm,Medium,Medium
14505,17,8,5859.43,Silver,Active,High,High
14506,17,5,1960.65,Silver,Active,High,Medium
14507,24,6,1367.88,Silver,Active,High,High
14508,22,2,268.05,Silver,Active,Low,Low
14511,11,5,1314.81,Silver,Active,High,Medium
14512,188,2,275.28,Bronze,Inactive,Low,Low
14513,101,3,455.59000000000003,Silver,Cool,Medium,Medium
14514,61,3,990.2,Silver,Warm,Medium,Medium
14515,18,6,2076.89,Silver,Active,High,High
14517,33,2,330.45,Silver,Warm,Low,Low
14518,64,1,174.37,Silver,Warm,Low,Low
14520,2,2,270.6,Silver,Active,Low,Low
14522,24,4,974.54,Silver,Active,Medium,Medium
14523,108,1,241.09,Silver,Cool,Low,Low
14524,32,9,1843.83,Silver,Warm,High,High
14525,20,9,4215.9,Silver,Active,High,High
14527,3,55,8507.13,Gold,Active,High,High
14528,37,1,364.21999999999997,Silver,Warm,Low,Low
14529,60,3,578.61,Silver,Warm,Medium,Medium
14530,26,6,2862.11,Silver,Active,High,High
14532,236,4,932.85,Bronze,Inactive,Medium,Medium
14533,25,7,1949.72,Silver,Active,High,High
14534,3,18,4397.3,Gold,Active,High,High
14535,60,3,2854.84,Silver,Warm,High,Medium
14536,260,1,170.95,Bronze,Inactive,Low,Low
14537,58,1,355.56,Silver,Warm,Low,Low
14538,65,2,388.25,Silver,Warm,Medium,Low
14539,16,2,537.48,Silver,Active,Medium,Low
14540,10,3,952.66,Silver,Active,Medium,Medium
14541,59,8,1453.35,Silver,Warm,High,High
14542,186,1,103.25,Bronze,Inactive,Low,Low
